#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
618	NM_001045654	GL172638	+	4376533	4407804	4376645	4405464	17	4376533,4387678,4388306,4390130,4390828,4391441,4392783,4394628,4395151,4395917,4397430,4399666,4401225,4402439,4403748,4404335,4405385,	4376776,4387782,4388362,4390221,4390950,4391555,4392864,4394728,4395282,4396009,4397488,4399769,4401277,4402522,4403838,4404402,4407804,	0	tmem181	cmpl	cmpl	0,2,1,0,1,0,0,0,1,0,2,0,1,2,1,1,2,
619	NM_001017298	GL172638	-	4540018	4546402	4540226	4542141	3	4540018,4542106,4546343,	4540407,4542206,4546402,	0	gtf2h5	cmpl	cmpl	2,0,-1,
620	NM_001142039	GL172638	+	4647908	4712552	4648504	4712381	27	4647908,4660472,4661422,4665934,4671994,4675611,4676343,4676716,4677811,4678261,4678500,4679765,4680956,4681538,4684172,4685240,4688643,4692218,4695209,4696608,4697395,4699033,4699666,4705750,4707287,4708222,4711430,	4648628,4660559,4661696,4666160,4672078,4675673,4676440,4676889,4677893,4678414,4678666,4679957,4681041,4681679,4684365,4685399,4688800,4692336,4695428,4696687,4697564,4699186,4699807,4705815,4707396,4708419,4712552,	0	synj2	cmpl	cmpl	0,1,1,2,0,0,2,0,2,0,0,1,1,2,2,0,0,1,2,2,0,1,1,1,0,1,0,
621	NM_001016041	GL172638	+	4775272	4797988	4775287	4797647	4	4775272,4778871,4787296,4797539,	4775375,4778972,4787434,4797988,	0	tmem242	cmpl	cmpl	0,1,0,0,
624	NM_001017176	GL172638	-	5152669	5161669	5154195	5161609	10	5152669,5153023,5153085,5153820,5154774,5155910,5156383,5158897,5159155,5161585,	5152994,5153072,5153504,5154308,5154991,5156031,5156567,5159042,5159256,5161669,	0	ccdc94	cmpl	cmpl	-1,-1,-1,1,0,2,1,2,0,0,
628	NM_001126555	GL172638	-	5723987	5724110	5723987	5724110	1	5723987,	5724110,	0	cel	incmpl	incmpl	0,
629	NM_001127406	GL172638	-	5827233	5881284	5827334	5879365	29	5827233,5827482,5830816,5831260,5842839,5843078,5843309,5843528,5852571,5853376,5854375,5854554,5858092,5858553,5859258,5860659,5860889,5861721,5864616,5864887,5865146,5874122,5875506,5876826,5877479,5877906,5878532,5879244,5881104,	5827382,5827683,5831024,5831359,5842990,5843226,5843438,5843673,5852759,5853523,5854432,5854678,5858186,5858658,5859399,5860749,5860980,5861850,5864678,5865066,5865279,5874273,5875588,5876940,5877687,5878087,5878786,5879368,5881284,	0	ahctf1	cmpl	cmpl	0,0,2,2,1,0,0,2,0,0,0,2,1,1,1,1,0,0,1,2,1,0,2,2,1,0,1,0,-1,
630	NM_001017181	GL172638	+	5972878	5986692	5972976	5985680	10	5972878,5973619,5977466,5978938,5979547,5980753,5981769,5983744,5984121,5985524,	5973120,5973846,5977608,5979006,5979768,5980852,5981847,5983846,5984240,5986692,	0	psen2	cmpl	cmpl	0,0,2,0,2,1,1,1,1,0,
630	NM_001011017	GL172638	-	5989603	5995173	5989845	5994885	5	5989603,5993824,5994722,5994849,5995019,	5989918,5993967,5994770,5994917,5995173,	0	dpy30	cmpl	cmpl	2,0,0,0,-1,
630	NM_001004925	GL172638	-	5945895	5964450	5946341	5964333	9	5945895,5948106,5950305,5954293,5956432,5956744,5958885,5959915,5964272,	5946473,5948211,5950382,5954436,5956544,5956857,5958954,5959997,5964450,	0	memo1	cmpl	cmpl	0,0,1,2,1,2,2,1,0,
632	NM_001015730	GL172638	+	6220543	6225361	6220562	6224339	3	6220543,6222826,6223903,	6220701,6223034,6225361,	0	MGC107884	cmpl	cmpl	0,1,2,
633	NM_001030472	GL172638	-	6342312	6369036	6342571	6367568	10	6342312,6344390,6357860,6358632,6359434,6361322,6361561,6364155,6367482,6368906,	6342657,6344580,6358016,6358792,6359544,6361472,6361615,6364289,6367568,6369036,	0	phf10	cmpl	incmpl	1,0,0,2,0,0,0,1,2,-1,
633	NM_001004942	GL172638	+	6338651	6340104	6338678	6339242	1	6338651,	6340104,	0	c6orf120	cmpl	cmpl	0,
634	NM_203662	GL172638	+	6462343	6467415	6462406	6467310	6	6462343,6464097,6464740,6464918,6465810,6467124,	6462513,6464205,6464822,6465048,6465863,6467415,	0	psmb1	cmpl	cmpl	0,2,2,0,1,0,
634	NM_001016339	GL172638	-	6435629	6445625	6436303	6445534	7	6435629,6438125,6438565,6439935,6443293,6444538,6445483,	6436383,6438220,6438733,6440027,6443381,6444858,6445625,	0	tbp	cmpl	cmpl	1,2,2,0,2,0,0,
635	NM_001100219	GL172638	+	6650088	6658388	6650609	6657662	11	6650088,6651108,6652694,6652904,6654214,6654401,6654631,6655244,6655956,6656856,6657656,	6650663,6651411,6652755,6653162,6654275,6654532,6654801,6655461,6656746,6656971,6658388,	0	dll1	cmpl	cmpl	0,0,0,1,1,2,1,0,1,2,0,
635	NM_001126768	GL172638	-	6607777	6628538	6607777	6622659	6	6607777,6609202,6614824,6620509,6621642,6628455,	6607872,6609375,6614926,6620690,6622669,6628538,	0	fam120b	incmpl	cmpl	0,1,1,0,0,-1,
640	NM_001112983	GL172638	-	7307778	7317802	7308454	7315853	4	7307778,7314253,7315698,7317719,	7308638,7314415,7315885,7317802,	0	c6orf170	cmpl	cmpl	2,2,0,-1,
640	NM_001114037	GL172638	+	7223197	7242390	7223214	7242219	7	7223197,7226915,7230937,7233563,7236578,7239869,7242088,	7223413,7227028,7231027,7233690,7236673,7240026,7242390,	0	LOC100135365	cmpl	cmpl	0,1,0,0,1,0,1,
640	NM_001171519	GL172638	+	7262448	7271345	7262448	7271275	5	7262448,7266020,7267835,7270708,7271147,	7262540,7266147,7267930,7270865,7271345,	0	LOC734046	incmpl	cmpl	1,0,1,0,1,
641	NM_001097337	GL172638	+	7433593	7448646	7433641	7448099	7	7433593,7436767,7439354,7440930,7443095,7446326,7447971,	7433840,7436877,7439444,7441057,7443190,7446483,7448646,	0	LOC100037903	cmpl	cmpl	0,1,0,0,1,0,1,
641	NM_203993	GL172638	+	7414620	7429104	7414677	7429041	6	7414620,7419990,7422029,7427019,7428274,7428913,	7414889,7420086,7422156,7427114,7428431,7429104,	0	sult6b1	cmpl	cmpl	0,0,0,1,0,1,
641	NM_001142102	GL172638	+	7451851	7463076	7451889	7462893	7	7451851,7454240,7456306,7457767,7460048,7461217,7462765,	7452088,7454350,7456396,7457894,7460143,7461374,7463076,	0	LOC100216123	cmpl	cmpl	0,1,0,0,1,0,1,
644	NM_001011276	GL172638	+	7766370	7794309	7766550	7792911	3	7766370,7790830,7792761,	7766791,7791111,7794309,	0	rab32	cmpl	cmpl	0,1,0,
73	NM_001129941	GL172639	-	910145	970163	914956	926870	4	910145,918970,926492,969894,	915054,919076,926889,970163,	0	ncald	cmpl	cmpl	1,0,0,-1,
73	NM_203842	GL172639	-	508079	529077	509136	518494	6	508079,510363,510545,512152,518200,528704,	509196,510459,510709,512276,518504,529077,	0	ywhaz	cmpl	cmpl	0,0,1,0,0,-1,
74	NM_001251880	GL172639	+	1438757	1462655	1438798	1461540	6	1438757,1452123,1453991,1455326,1460084,1461401,	1438981,1452320,1455009,1455475,1460522,1462655,	0	fzd6	cmpl	cmpl	0,0,2,0,2,2,
75	NM_001112991	GL172639	+	2478990	2718947	2676500	2717851	16	2478990,2524947,2604182,2676456,2678518,2683198,2685359,2685796,2690164,2694787,2706304,2708802,2709064,2715369,2717054,2717715,	2479187,2525023,2604376,2676539,2678626,2683351,2685544,2686554,2690336,2694950,2706385,2708928,2709217,2715465,2717128,2718947,	0	oxr1	cmpl	cmpl	-1,-1,-1,0,0,0,0,2,1,2,0,0,0,0,0,2,
76	NM_001016861	GL172639	-	3252662	3283604	3252972	3283604	12	3252662,3254646,3256984,3260210,3262776,3265654,3267555,3268344,3268966,3276472,3279774,3283479,	3253121,3254793,3257091,3260409,3262965,3265813,3267651,3268475,3269082,3276640,3279925,3283604,	0	wdr49	cmpl	incmpl	1,1,2,1,1,1,1,2,0,0,1,2,
76	NM_001079200	GL172639	-	3478056	3540001	3478195	3539905	13	3478056,3483732,3484328,3487340,3492220,3493122,3494058,3494973,3500757,3501639,3504050,3511193,3539719,	3478336,3483798,3484487,3487450,3492300,3493361,3494430,3495123,3500840,3501790,3504105,3511268,3540001,	0	golim4	cmpl	cmpl	0,0,0,1,2,0,0,0,1,0,2,1,0,
78	NM_001171826	GL172639	+	5614678	5856678	5614678	5856678	7	5614678,5615484,5709532,5713773,5851187,5852078,5855867,	5615105,5615544,5709592,5713926,5851400,5852868,5856678,	0	nlgn1	cmpl	cmpl	0,1,1,1,1,1,2,
79	NM_001017274	GL172639	-	6544599	6587780	6545254	6571867	17	6544599,6546033,6552382,6552631,6553096,6553313,6554423,6558467,6559458,6561697,6562541,6568276,6571156,6571809,6574483,6583255,6587632,	6545281,6546135,6552548,6552759,6553171,6553435,6554484,6558565,6559522,6561840,6562631,6568532,6571302,6571915,6574545,6583298,6587780,	0	tbl1xr1	cmpl	cmpl	0,0,2,0,0,1,0,1,0,1,1,0,1,0,-1,-1,-1,
79	NM_001016952	GL172639	-	7205538	7234157	7206028	7215267	10	7205538,7206752,7208366,7208851,7211416,7213693,7213950,7214146,7215210,7234113,	7206135,7206969,7208568,7208918,7211579,7213757,7214057,7214185,7215321,7234157,	0	gnb4	cmpl	cmpl	1,0,2,1,0,2,0,0,0,-1,
79	NM_001017144	GL172639	-	7044303	7078224	7044616	7061971	7	7044303,7047698,7053429,7059016,7061686,7077863,7078162,	7044825,7047796,7053596,7059133,7062053,7077989,7078224,	0	zmat3	cmpl	cmpl	1,2,0,0,0,-1,-1,
586	NM_001016121	GL172639	-	147629	159684	148347	149094	2	147629,159485,	149105,159684,	0	plekhf2	cmpl	cmpl	0,-1,
587	NM_001097404	GL172639	+	321576	344991	322977	344924	26	321576,322914,324114,325094,326253,326808,328866,329439,330608,331624,332522,332935,333221,334919,336137,337292,337491,339062,339230,339422,340222,341170,341629,342546,344183,344807,	321598,323107,324289,325235,326325,326860,328977,329592,330709,331766,332593,333111,333355,335030,336333,337414,337673,339096,339287,339484,340341,341274,341682,342614,344227,344991,	0	ints8	cmpl	cmpl	-1,0,1,2,2,2,0,0,0,2,0,2,1,0,0,1,0,2,0,0,2,1,0,2,1,0,
587	NM_001016267	GL172639	-	345983	351423	346579	351398	11	345983,347549,347958,348260,348500,348714,349290,349651,350009,350244,351384,	346675,347707,348070,348395,348596,348861,349426,349806,350069,350329,351423,	0	ccne2	cmpl	cmpl	0,1,0,0,0,0,2,0,0,2,0,
588	NM_001126649	GL172639	+	480430	480532	480430	480532	1	480430,	480532,	0	c10orf140	incmpl	incmpl	1,
588	NM_001005051	GL172639	+	487643	501651	492730	499988	16	487643,492704,493084,493443,493696,494397,494879,495192,496051,496396,496749,499245,499517,499687,499898,501218,	487983,492923,493278,493559,493836,494492,495017,495288,496318,496487,496863,499400,499602,499818,499995,501651,	0	pabpc1	cmpl	cmpl	-1,0,1,0,2,1,0,0,0,0,1,1,0,1,0,-1,
591	NM_001167678	GL172639	-	790290	799724	792520	794464	5	790290,792512,794329,799525,799550,	790529,792616,794466,799533,799724,	0	znf706	cmpl	cmpl	-1,0,0,-1,-1,
591	NM_001011338	GL172639	+	849324	895118	849454	894320	16	849324,861935,864263,865130,866461,867342,871204,876643,882480,886243,887474,888676,889381,889744,892338,894202,	849474,862122,864331,865518,866517,867499,871316,876738,882639,886331,887614,888708,889470,889830,892403,895118,	0	grhl2	cmpl	cmpl	0,2,0,2,0,2,0,1,0,0,1,0,2,1,0,2,
593	NM_001126501	GL172639	-	1086036	1096527	1087428	1096522	9	1086036,1088366,1089006,1089358,1090155,1091170,1092621,1094750,1096474,	1087581,1088480,1089111,1089492,1090250,1091304,1092738,1094891,1096527,	0	rrm2b	cmpl	cmpl	0,0,0,1,2,0,0,0,0,
594	NM_001007943	GL172639	-	1229381	1244988	1229923	1237302	12	1229381,1230349,1231001,1231773,1232457,1232914,1234145,1234971,1235616,1237200,1238111,1244740,	1230023,1230564,1231114,1231939,1232529,1232993,1234280,1235144,1235790,1237396,1238248,1244988,	0	azin1	cmpl	cmpl	2,0,1,0,0,2,2,0,0,0,-1,-1,
595	NM_203841	GL172639	+	1333706	1362352	1338559	1361778	14	1333706,1336426,1338523,1339553,1343077,1343555,1343962,1347286,1355021,1357137,1357315,1358828,1361455,1361682,	1333819,1336479,1338691,1339621,1343163,1343650,1344054,1347385,1355090,1357230,1357409,1358926,1361582,1362352,	0	atp6v1c1	cmpl	cmpl	-1,-1,0,0,2,1,0,2,2,2,2,0,2,0,
596	NM_001114220	GL172639	-	1522471	1527940	1522830	1527848	7	1522471,1523994,1524426,1524946,1525776,1526367,1527673,	1522966,1524140,1524540,1525107,1525862,1526518,1527940,	0	slc25a32	cmpl	cmpl	2,0,0,1,2,1,0,
596	NM_213693	GL172639	+	1528238	1538213	1528272	1538213	9	1528238,1529428,1530385,1531272,1532022,1532441,1532717,1537565,1538077,	1528342,1529628,1530493,1531362,1532178,1532519,1532800,1537730,1538213,	0	dcaf13	cmpl	incmpl	0,1,0,0,0,0,0,2,2,
605	NM_001113119	GL172639	-	2720294	2725286	2721644	2724771	2	2720294,2724568,	2722125,2725286,	0	abra	cmpl	cmpl	2,0,
609	NM_001015754	GL172639	-	3222095	3244129	3222115	3243620	9	3222095,3229210,3229900,3231007,3231794,3232864,3241071,3243355,3244113,	3222192,3229297,3229987,3231105,3231987,3233014,3241303,3243646,3244129,	0	serpini2	cmpl	cmpl	1,1,1,2,1,1,1,0,-1,
610	NM_001123493	GL172639	+	3320062	3360649	3333296	3360324	9	3320062,3333283,3335372,3336337,3343200,3351970,3353605,3356816,3360247,	3320102,3333546,3335603,3336532,3343405,3352068,3353692,3356906,3360649,	0	serpini1	cmpl	cmpl	-1,0,1,1,1,2,1,1,1,
610	NM_001006849	GL172639	-	3301846	3319710	3302250	3308509	7	3301846,3303543,3304182,3306093,3306367,3308453,3319614,	3302332,3303626,3304261,3306220,3306485,3308509,3319710,	0	pdcd10	cmpl	incmpl	2,0,2,1,0,1,-1,
616	NM_001112972	GL172639	-	4070051	4080865	4070089	4079702	11	4070051,4072225,4072554,4073782,4074585,4075791,4076722,4078018,4079132,4079598,4080817,	4070284,4072352,4072710,4073937,4074681,4075920,4076806,4078083,4079251,4079704,4080865,	0	lrrc34	cmpl	cmpl	0,2,2,0,0,0,0,1,2,0,-1,
616	NM_001128046	GL172639	+	4141908	4155172	4141917	4153177	7	4141908,4144605,4148710,4149585,4150236,4151798,4152692,	4141953,4144714,4148917,4149678,4150297,4151918,4155172,	0	sec62	cmpl	cmpl	0,0,0,0,0,1,1,
616	NM_203990	GL172639	+	4172453	4179950	4178411	4179395	3	4172453,4178375,4179261,	4172556,4179211,4179950,	0	gpr160	cmpl	cmpl	-1,0,1,
617	NM_001012689	GL172639	+	4237318	4277970	4237412	4277784	17	4237318,4248849,4252196,4252485,4254009,4254353,4255239,4257052,4259625,4262657,4267822,4268062,4269436,4271220,4273947,4276443,4277696,	4237492,4248971,4252286,4252536,4254095,4254491,4255294,4257111,4259802,4262755,4267909,4268198,4269524,4271346,4274039,4276559,4277970,	0	prkci	cmpl	cmpl	0,2,1,1,1,0,0,1,0,0,2,2,0,1,1,0,2,
619	NM_001011427	GL172639	-	4457534	4463053	4457977	4463044	4	4457534,4459119,4462417,4463035,	4458119,4459241,4462507,4463053,	0	rpl22l1	cmpl	cmpl	2,0,0,0,
619	NM_001011453	GL172639	-	4493563	4515918	4493713	4515908	11	4493563,4494630,4495690,4497449,4497775,4503166,4504461,4505061,4505414,4508619,4515893,	4493914,4494834,4495792,4497554,4497963,4503329,4504577,4505186,4505587,4508715,4515918,	0	slc2a2	cmpl	cmpl	0,0,0,0,1,0,1,2,0,0,0,
619	NM_001004855	GL172639	-	4465937	4472592	4468455	4472570	4	4465937,4468970,4471306,4472405,	4468518,4469102,4471411,4472592,	0	eif5a	cmpl	cmpl	0,0,0,0,
624	NM_001008008	GL172639	-	5167052	5181700	5168041	5181647	4	5167052,5172015,5173732,5181506,	5168222,5172085,5173961,5181700,	0	nceh1	cmpl	cmpl	2,1,0,0,
624	NM_001113146	GL172639	+	5186693	5216343	5189897	5216189	24	5186693,5189883,5191987,5192879,5193975,5194836,5198548,5199290,5200571,5200777,5200933,5202605,5202897,5203535,5203878,5204876,5205614,5205985,5206336,5207184,5209156,5210786,5212577,5216099,	5186836,5190024,5192067,5193062,5194065,5194944,5198622,5199421,5200687,5200840,5201156,5202736,5203017,5203604,5203989,5204973,5205696,5206064,5206456,5207320,5209311,5210894,5212721,5216343,	0	ect2	cmpl	cmpl	-1,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,
639	NM_001126500	GL172639	+	7078315	7101859	7082003	7101853	21	7078315,7081920,7083752,7085436,7086562,7087584,7087938,7090384,7090647,7092885,7093481,7094225,7094611,7096239,7096730,7098068,7098815,7099469,7100758,7100949,7101591,	7078458,7082355,7083962,7085687,7086808,7087670,7088044,7090537,7090782,7093010,7093563,7094390,7094715,7096411,7096837,7098190,7098894,7099640,7100876,7101101,7101859,	0	pik3ca	cmpl	cmpl	-1,0,1,1,0,0,2,0,0,0,2,0,0,2,0,2,1,2,2,0,2,
639	NM_001016189	GL172639	+	7184060	7197701	7184067	7197545	17	7184060,7186143,7186781,7187123,7187525,7188183,7188714,7189179,7191788,7192610,7193721,7194380,7194691,7195262,7196071,7196522,7197475,	7184182,7186279,7186944,7187248,7187634,7188291,7188868,7189247,7191910,7192737,7193826,7194483,7194918,7195415,7196268,7196657,7197701,	0	mfn1	cmpl	cmpl	0,1,2,0,2,0,0,1,0,2,0,0,1,0,0,2,2,
639	NM_001006815	GL172639	+	7146424	7155927	7150027	7155505	5	7146424,7149055,7150016,7153299,7154524,	7146439,7149126,7150112,7153407,7155927,	0	znf639	cmpl	cmpl	-1,-1,0,1,1,
640	NM_001017303	GL172639	+	7280483	7286523	7280488	7286439	6	7280483,7281681,7282909,7285058,7285308,7286318,	7280606,7281767,7282976,7285120,7285415,7286523,	0	ndufb5	cmpl	cmpl	0,1,0,1,0,2,
640	NM_001114063	GL172639	-	7275084	7280079	7275259	7280047	7	7275084,7275488,7276758,7277648,7278243,7278488,7279934,	7275368,7275584,7276889,7277745,7278304,7278634,7280079,	0	mrpl47	cmpl	cmpl	2,2,0,2,1,2,0,
640	NM_204006	GL172639	+	7259990	7271098	7260030	7271098	13	7259990,7261729,7262590,7263517,7264153,7265100,7266045,7266240,7268077,7268857,7270041,7270309,7271010,	7260055,7261806,7262765,7263618,7264251,7265195,7266152,7266330,7268139,7268972,7270122,7270405,7271098,	0	actl6a	cmpl	incmpl	0,1,0,1,0,2,1,0,0,2,0,0,0,
9	NM_001113818	GL172640	-	3056742	3216191	3062727	3179945	13	3056742,3062712,3063240,3067461,3083636,3089023,3100403,3107349,3111307,3131446,3135346,3179878,3216077,	3057936,3062808,3063368,3068004,3083652,3089086,3100463,3107469,3111439,3131462,3135486,3180081,3216191,	0	dab1	cmpl	cmpl	-1,0,1,1,0,0,0,0,0,0,1,0,-1,
73	NM_001114026	GL172640	-	904802	922457	905363	921296	22	904802,905671,906396,907424,909030,909302,910592,910785,911610,912115,913581,914568,916148,916607,917341,917747,918580,918768,919164,920487,921158,921969,	905504,905764,906516,907592,909216,909411,910648,910862,911809,912297,913702,914861,916330,916786,917479,917849,918632,918962,919279,920663,921349,922457,	0	kdm4a	cmpl	cmpl	0,0,0,0,0,2,0,1,0,1,0,1,2,0,0,0,2,0,2,0,0,-1,
73	NM_001171531	GL172640	+	385657	394336	385660	394160	7	385657,386785,388710,389234,390984,393166,393935,	385952,387217,388866,389402,391107,393387,394336,	0	ipp	cmpl	cmpl	0,1,1,1,1,1,0,
73	NM_204095	GL172640	-	749128	873359	749128	873359	10	749128,750026,759722,777718,778139,779494,792194,819797,833680,873244,	749218,750173,759869,777905,778235,779558,792289,819890,833723,873359,	0	st3gal3	cmpl	cmpl	0,0,0,2,2,1,2,2,1,0,
73	NM_001016137	GL172640	+	251091	271948	257879	271663	10	251091,251314,257873,266790,267539,268289,268562,268938,269613,271597,	251242,251473,257969,266910,267691,268485,268762,269011,269700,271948,	0	akr1a1	cmpl	cmpl	-1,-1,0,0,0,2,0,2,0,0,
75	NM_001016858	GL172640	-	2874415	2912748	2875932	2912411	6	2874415,2880675,2887262,2888889,2892381,2912272,	2876043,2880852,2887320,2889170,2892539,2912748,	0	ppap2b	cmpl	cmpl	0,0,2,0,1,0,
75	NM_001005445	GL172640	+	3012397	3026966	3012419	3026792	11	3012397,3014763,3016119,3016577,3017849,3019869,3021582,3022730,3025195,3026201,3026640,	3012499,3014848,3016264,3016722,3018039,3020070,3021768,3022867,3025353,3026424,3026966,	0	c8a	cmpl	cmpl	0,2,0,1,2,0,0,2,1,0,1,
76	NM_001126804	GL172640	+	3928643	4053351	3936587	4052937	16	3928643,3936581,3939544,3941747,3950649,3972723,3999058,4002168,4010209,4012020,4019561,4023073,4025007,4028968,4050680,4052855,	3928666,3936785,3939656,3941899,3950738,3972839,3999187,4002272,4010317,4012082,4019709,4023148,4025128,4029063,4050742,4053351,	0	fggy	cmpl	cmpl	-1,0,0,1,0,2,1,1,0,0,2,0,0,1,0,2,
76	NM_001126579	GL172640	-	4058724	4072223	4060109	4072131	6	4058724,4061125,4061845,4067052,4068151,4072093,	4060415,4061236,4061919,4067161,4068227,4072223,	0	LOC100145035	cmpl	cmpl	0,0,1,0,2,0,
585	NM_001126655	GL172640	-	24181	31170	24567	30271	8	24181,26179,26942,28205,28740,29815,30160,31101,	25275,26345,27202,28364,28837,29856,30286,31170,	0	toe1	cmpl	cmpl	0,2,0,0,2,0,0,-1,
585	NM_001123023	GL172640	-	45349	60676	46211	47372	2	45349,60425,	47410,60676,	0	hpdl	cmpl	cmpl	0,-1,
585	NM_001097236	GL172640	+	82667	129374	82731	125732	14	82667,111128,111918,112947,113392,114429,116301,116668,117733,118454,120247,120978,121947,124869,	83251,111485,112067,113098,113566,114606,116448,116806,117994,118590,120405,121142,122029,129374,	0	zswim5	cmpl	cmpl	0,1,1,0,1,1,1,1,1,1,2,1,0,1,
585	NM_001078878	GL172640	+	8980	17295	8980	17282	4	8980,9429,14434,16302,	9066,9516,14582,17295,	0	tesk2	incmpl	cmpl	1,0,0,1,
585	NM_001079363	GL172640	+	31309	44429	31409	41901	16	31309,32922,33078,34249,35725,36574,36738,37180,38126,38505,38828,39348,39662,40026,41482,41784,	31435,32990,33197,34289,35799,36616,36810,37294,38224,38650,38919,39540,39808,40194,41533,44429,	0	mutyh	cmpl	cmpl	0,2,1,0,1,0,0,0,0,2,0,1,1,0,0,0,
585	NM_001006907	GL172640	+	58005	72185	63381	71893	5	58005,63362,66075,66441,71656,	58054,63590,66288,66583,72185,	0	sepp1-like	cmpl	cmpl	-1,0,2,2,0,
586	NM_001011486	GL172640	-	132860	143806	133152	143699	10	132860,134261,134894,135828,136509,137110,138124,139388,141481,143661,	133311,134328,134995,135966,136671,137308,138187,139468,141594,143806,	0	urod	cmpl	cmpl	0,2,0,0,0,0,0,1,2,0,
586	NM_001016931	GL172640	+	214118	218837	215169	218475	5	214118,214729,215079,216387,218163,	214154,214904,215274,216540,218837,	0	mmachc	cmpl	cmpl	-1,-1,0,0,0,
586	NM_001011135	GL172640	-	219986	236648	220259	227053	6	219986,223721,225296,225526,226947,236625,	220345,223852,225419,225680,227073,236648,	0	prdx1	cmpl	cmpl	1,2,2,1,0,-1,
586	NM_001079029	GL172640	+	143885	176327	150246	175868	21	143885,145507,150200,151752,152705,153053,155466,156650,157232,158782,160899,164064,169542,169963,170515,171556,172634,172873,174167,174635,175783,	143921,145616,150567,151913,152798,153191,155549,156816,157314,158965,160952,164129,169646,170083,170605,171763,172764,172948,174249,174707,176327,	0	hectd3	cmpl	cmpl	-1,-1,0,0,2,2,2,1,2,0,0,2,1,0,0,0,0,1,1,2,2,
586	NM_001015683	GL172640	+	165260	166486	165284	165848	1	165260,	166486,	0	tmem17	cmpl	cmpl	0,
587	NM_001016512	GL172640	-	343671	368927	344434	353007	11	343671,344434,345030,346362,346792,348001,349929,350719,351533,352947,368868,	344030,344532,345167,346521,346933,348195,350002,351012,351663,353070,368927,	0	gpbp1l1	incmpl	cmpl	-1,2,0,0,0,1,0,1,0,0,-1,
